TOTAL REGISTERED VOTERS IN EACH POLLING UNIT IN KATSINA STATE AS AT 25/05/2022,,,,,,
,,,,,,
S/N,STATE,LGA,RA,PU,DELIM,TOTAL
1282,KATSINA,DANDUME,TUMBURKAI B,KAURA ALASAN/K/G/ M/UNG,20-07-07-007,687
1283,KATSINA,DANDUME,TUMBURKAI B,UNG. SHATAMBAYA/K/G M/UNG,20-07-07-008,480
1284,KATSINA,DANDUME,TUMBURKAI B,UNG. YARIMA/RUWAN ANGO/K/G M/UNG,20-07-07-009,831
1285,KATSINA,DANDUME,TUMBURKAI B,K/G MAI GARI YAKURUTU,20-07-07-010,01
1286,KATSINA,DANDUME,TUMBURKAI B,K/G M/UNG HARUNA AUTA TAKALMAWA,20-07-07-011,02
1287,KATSINA,DANDUME,TUMBURKAI B,K/G M/UNG DANLAMI,20-07-07-012,00
1288,KATSINA,DANDUME,DANTANKARI,ASHAFAWA/K/G. M/UNG KASIMU,20-07-08-001,1441
1289,KATSINA,DANDUME,DANTANKARI,DANTANKARI GARI/DAKIN SHAWARA,20-07-08-002,1462
1290,KATSINA,DANDUME,DANTANKARI,KADAWAR MAI KOMO/KOFAR GIDAN JUME,20-07-08-003,676
1291,KATSINA,DANDUME,DANTANKARI,KURMIN CHAKARA/K/G HALILU,20-07-08-004,328
1292,KATSINA,DANDUME,DANTANKARI,UNG. GAMBA/PRI.SCHOOL,20-07-08-005,705
1293,KATSINA,DANDUME,DANTANKARI,KADAWAR MAGAJIN ASIKA/K/G.SALISU,20-07-08-006,645
1294,KATSINA,DANDUME,DANTANKARI,GYAZAMA/KOFAR GIDAN KANI,20-07-08-007,645
1295,KATSINA,DANDUME,DANTANKARI,SABUWAR KADAWA/PRI.SCHOOL,20-07-08-008,852
1296,KATSINA,DANDUME,DANTANKARI,UNG. MUJIYA/K/G M/UNG,20-07-08-009,472
1297,KATSINA,DANDUME,DANTANKARI,K/G M/UNG ALI SARKIN DAKO,20-07-08-010,04
1298,KATSINA,DANDUME,DANTANKARI,K/G M/UNG AUDU BARAU,20-07-08-011,02
1299,KATSINA,DANDUME,DANTANKARI,K/G M/UNG DAN HANNE,20-07-08-012,02
1300,KATSINA,DANDUME,DANTANKARI,NASARAWAR DAN TANKARI PRI. SCH,20-07-08-013,04
1301,KATSINA,DANDUME,DANTANKARI,KADAWA DISPENSARY,20-07-08-014,06
1302,KATSINA,DANDUME,NASARAWA,NASARAWA DANGUDE  /K/G. DANGUDE (A),20-07-09-001,1386
1303,KATSINA,DANDUME,NASARAWA,NASARAWA DANGUDE  /K/G. MANOMI (B),20-07-09-002,1167
1304,KATSINA,DANDUME,NASARAWA,"NASARAWA BAWA/K/G SHU,AIBU",20-07-09-003,1339
1305,KATSINA,DANDUME,NASARAWA,UNG. FILL/KOFAR GIDAN INUWA,20-07-09-004,1170
1306,KATSINA,DANDUME,NASARAWA,ILALLA/KOFAR-GIDAN MAI-UNG,20-07-09-005,920
1307,KATSINA,DANDUME,NASARAWA,MADO BI/KOFAR-GIDAN DAUDU,20-07-09-006,383
1308,KATSINA,DANDUME,NASARAWA,UNG.DOGO/KOFAR-GIDAN MUSTAPHA,20-07-09-007,576
1309,KATSINA,DANDUME,NASARAWA,MAIKWAMA/K/G M.SULE,20-07-09-008,1074
1310,KATSINA,DANDUME,NASARAWA,UNG.YIDI/K/G M/UNG,20-07-09-009,550
1311,KATSINA,DANDUME,NASARAWA,DANTAKARI PRI. SCH NASARAWA,20-07-09-010,13
1312,KATSINA,DANDUME,NASARAWA,K/G GARBA ISA MONOLIST,20-07-09-011,02
1313,KATSINA,DANDUME,NASARAWA,K/G M/UNG. RABE KAYAN RUWA,20-07-09-012,02
1314,KATSINA,DANDUME,NASARAWA,NASARAWA T.V CENTRE,20-07-09-013,10
1315,KATSINA,DANDUME,NASARAWA,K/G ALH. YUSUF DANBAI,20-07-09-014,03
1316,KATSINA,DANDUME,NASARAWA,K/G. LABARAN MASHI,20-07-09-015,04
1317,KATSINA,DANDUME,NASARAWA,ILALLA DISPENSARY,20-07-09-016,01
1318,KATSINA,DANDUME,NASARAWA,K/G MAI GARI AMIRU ALKASIM,20-07-09-017,09
1319,KATSINA,DANDUME,MAGAJI WANDO A,MAGAJI WANDO/T.V CENTRE,20-07-10-001,1125
1320,KATSINA,DANDUME,MAGAJI WANDO A,SABO GIDA/SABON GIDA,20-07-10-002,1031
1321,KATSINA,DANDUME,MAGAJI WANDO A,UNG.DORO/PRI.SCHOOL,20-07-10-003,967
1322,KATSINA,DANDUME,MAGAJI WANDO A,DALLAWAR GABAS/DALLAWAR GABAS,20-07-10-004,781
1323,KATSINA,DANDUME,MAGAJI WANDO A,DALLAWAR KUDU/DALLAWAR KUDU,20-07-10-005,459
1324,KATSINA,DANDUME,MAGAJI WANDO A,UNG. NA MASKA/UNG.NA-MASKA,20-07-10-006,539
1325,KATSINA,DANDUME,MAGAJI WANDO A,KACHILLO/KACHILLO,20-07-10-007,454
1326,KATSINA,DANDUME,MAGAJI WANDO A,UNG. TSOHO/UNG TSOHO,20-07-10-008,531
1327,KATSINA,DANDUME,MAGAJI WANDO A,UNG. ALBASU/PRI.SCHOOL,20-07-10-009,653
1328,KATSINA,DANDUME,MAGAJI WANDO A,UNG.BAWA/K/G. M/UNG,20-07-10-010,643
1329,KATSINA,DANDUME,MAGAJI WANDO A,MAGAJI WANDO PRI. SCH,20-07-10-011,01
1330,KATSINA,DANDUME,MAGAJI WANDO A,KWARU PRI. SCHOOL,20-07-10-012,10
1331,KATSINA,DANDUME,MAGAJI WANDO A,KWANAR RIJIYA PRI. SCHOOL,20-07-10-013,03
1332,KATSINA,DANDUME,MAGAJI WANDO A,DALLAWA PRI. SCHOOL,20-07-10-014,00
1333,KATSINA,DANDUME,MAGAJI WANDO B,UNG. M. HAJJI  K/G UNG.  NA BABA,20-07-11-001,648
1334,KATSINA,DANDUME,MAGAJI WANDO B,UNG. DAN SODA/DAN-SODA PRI.SCHOOL,20-07-11-002,1157
1335,KATSINA,DANDUME,MAGAJI WANDO B,DAN MAYAKIN KAROFI/K/G M/UNG SHEHU,20-07-11-003,409
1336,KATSINA,DANDUME,MAGAJI WANDO B,UNG. MAI ARADU/PRI.SCHOOL,20-07-11-004,557
1337,KATSINA,DANDUME,MAGAJI WANDO B,UNG. DAUDU B/UNG. DAUDU,20-07-11-005,605
1338,KATSINA,DANDUME,MAGAJI WANDO B,UNG.DAUDU C /UNG DAUDU,20-07-11-006,493
1339,KATSINA,DANDUME,MAGAJI WANDO B,DUNGUN SAMBO A/DUNGUN SAMBO,20-07-11-007,783
1340,KATSINA,DANDUME,MAGAJI WANDO B,DUNGUN SAMBO B/BADOLE,20-07-11-008,2049
1341,KATSINA,DANDUME,MAGAJI WANDO B,UNG. MAGINA/K/G M/UNG.,20-07-11-009,269
1342,KATSINA,DANDUME,MAGAJI WANDO B,K/G MAI GARI. DAN SODA,20-07-11-010,01
1343,KATSINA,DANDUME,MAGAJI WANDO B,DUNGUN SAMBO DISPENSARY,20-07-11-011,24
1344,KATSINA,DANDUME,MAGAJI WANDO B,UNG. DAN GONTU GIDAN KAWURI,20-07-11-012,39
1345,KATSINA,DANDUME,MAGAJI WANDO B,K/G. ALH. SHA'I,20-07-11-013,34
1346,KATSINA,DANDUME,MAGAJI WANDO B,BADOLE TAKUDU ISLAMIYYA,20-07-11-014,118
1347,KATSINA,DANJA,JIBA,GIDANDAWA/GAGARAU TSAKIYA OPEN SPACE,20-08-01-001,1209
1348,KATSINA,DANJA,JIBA,GOBIRAWA/ABASAWA TSAKIYA OPEN SPACE,20-08-01-002,1063
1349,KATSINA,DANJA,JIBA,UNGUWAR BALARABE OPEN SPACE 1,20-08-01-003,579
1350,KATSINA,DANJA,JIBA,UNGUWAR BALARABE OPEN SPACE II,20-08-01-004,557
1351,KATSINA,DANJA,JIBA,MAGOGO GIDAN M. YUSUF,20-08-01-005,554
1352,KATSINA,DANJA,JIBA,JIBA K/GIDAN MAIUNGUWA,20-08-01-006,657
1353,KATSINA,DANJA,JIBA,ZAGE ZAGI GIDAN ALH.BALA,20-08-01-007,349
1354,KATSINA,DANJA,JIBA,YALWA PRI.SCHOOL,20-08-01-008,1206
1355,KATSINA,DANJA,JIBA,UNG.BAWA K/GIDAN M/UNGUWA,20-08-01-009,466
1356,KATSINA,DANJA,JIBA,UNG. BARAU UNGUWAR BARAU,20-08-01-010,930
1357,KATSINA,DANJA,JIBA,LAYIN MAHAUTA NEAR M/UNG. HOUSE,20-08-01-011,810
1358,KATSINA,DANJA,JIBA,UNG MADAKI UNGUWAR MADAKI,20-08-01-012,451
1359,KATSINA,DANJA,JIBA,KAROFI KAROFI,20-08-01-013,495
1360,KATSINA,DANJA,JIBA,YALWA TSAKIYA BALARABE C,20-08-01-014,601
1361,KATSINA,DANJA,JIBA,GAGARAU COMMUNITY PRIMARY SHOOL,20-08-01-015,36
1362,KATSINA,DANJA,JIBA,GOBIRAWA DESPENSARY,20-08-01-016,02
1363,KATSINA,DANJA,JIBA,YELWA PRIMARY SCHOOL,20-08-01-017,75
1364,KATSINA,DANJA,JIBA,UBG. MALAM BARAU PRIMARY  SCHOOL,20-08-01-018,14
1365,KATSINA,DANJA,JIBA,LAYIN MAHAUTA DESPENSARY,20-08-01-019,05
1366,KATSINA,DANJA,TANDAMA,BUZAYE/UNG.HABIBU TSAKIYA OPEN SPACE,20-08-02-001,734
1367,KATSINA,DANJA,TANDAMA,UNG. DANTALLE UNG. DANTALLE OPEN SPACE,20-08-02-002,423
1368,KATSINA,DANJA,TANDAMA,RAFIN GORA GARI,20-08-02-003,556
1369,KATSINA,DANJA,TANDAMA,KOKI PRI.SCHOOL,20-08-02-004,1036
1370,KATSINA,DANJA,TANDAMA,BARE BARI K/MAIUNGUWA,20-08-02-005,776
1371,KATSINA,DANJA,TANDAMA,TANDAMA/R/BASAI NEAR SARKI HOUSE OPEN SPACE,20-08-02-006,744
1372,KATSINA,DANJA,TANDAMA,UNG. TAFIDA GIDAN M.MUSA,20-08-02-007,543
1373,KATSINA,DANJA,TANDAMA,TANDAMA YAMMA YAR YARA,20-08-02-008,1191
1374,KATSINA,DANJA,TANDAMA,RABEJI K/MAIUNGUWA,20-08-02-009,391
1375,KATSINA,DANJA,TANDAMA,SANDADA SANDADA OPEN SPACE,20-08-02-010,401
1376,KATSINA,DANJA,TANDAMA,UNG ROGO UNG.ROGO,20-08-02-011,323
1377,KATSINA,DANJA,TANDAMA,UNG. TSAMIYA UNG. TSAMIYA,20-08-02-012,534
1378,KATSINA,DANJA,TANDAMA,TATARIN MAKAMA TATARIN MAKAMA,20-08-02-013,368
1379,KATSINA,DANJA,TANDAMA,TATARIN TATARIN FULANI,20-08-02-014,631
1380,KATSINA,DANJA,TANDAMA,SARKIN FADA S/FADA,20-08-02-015,254
1381,KATSINA,DANJA,TANDAMA,RAFIN GORA GARI OPEN SPACE,20-08-02-016,682
1382,KATSINA,DANJA,TANDAMA,TANDAMA ABUBAKAR PRIMARY SCHOOL,20-08-02-017,49
1383,KATSINA,DANJA,TANDAMA,TANDAMA MODEL PRIMARY SCHOOL,20-08-02-018,35
1384,KATSINA,DANJA,DANJA A,DANJA GARI TSARIYA T.V CENTRE,20-08-03-001,896
1385,KATSINA,DANJA,DANJA A,DANJA GARI COURT AREA,20-08-03-002,777
1386,KATSINA,DANJA,DANJA A,DANJA GARI TSAKIIYA NEAR M/GARI HOUSE,20-08-03-003,1110
1387,KATSINA,DANJA,DANJA A,DANJA GARI TSAKIYA YAR YARA,20-08-03-004,1144
1388,KATSINA,DANJA,DANJA A,DANJA K/GABAS NEAR S/KASUWA HOUSE,20-08-03-005,1101
1389,KATSINA,DANJA,DANJA A,UNG. MALAMAI UN G. MALAMAI,20-08-03-006,838
1390,KATSINA,DANJA,DANJA A,KAROFI FILIN TUKWANE,20-08-03-007,709
1391,KATSINA,DANJA,DANJA A,MAJEDO PRI.SCHOOL,20-08-03-008,491
1392,KATSINA,DANJA,DANJA A,DANDAUDU 1 GIDAN JAMO OPEN SPACE,20-08-03-009,857
1393,KATSINA,DANJA,DANJA A,DANDAUDU II UNG. SALLAU PRI.SCHOOL,20-08-03-010,801
1394,KATSINA,DANJA,DANJA A,UNG. MAGAJI GIDAN JIBIR,20-08-03-011,463
1395,KATSINA,DANJA,DANJA A,JANDA GIDAN ALH. DANBABA,20-08-03-012,682
1396,KATSINA,DANJA,DANJA A,DAURA GIDAN BALA NAMARKA,20-08-03-013,517
1397,KATSINA,DANJA,DANJA A,DOKA DOKA PRI. SCHOOL,20-08-03-014,529
1398,KATSINA,DANJA,DANJA A,RAFIN KARA GIDAN M/KARAYE GIDAN MAIKARAYE,20-08-03-015,492
1399,KATSINA,DANJA,DANJA A,DANJA/KAROFI CEDIYAR MASALLACI,20-08-03-016,672
1400,KATSINA,DANJA,DANJA A,DANJA GARI GINDIN BAGARUWA,20-08-03-017,1125
1401,KATSINA,DANJA,DANJA A,DANJA / MASAKA OPEN SPACE,20-08-03-018,34
1402,KATSINA,DANJA,DANJA A,DANJA / MAKWALLAH PRIMARY SCHOOL,20-08-03-019,39
1403,KATSINA,DANJA,DANJA A,DANJA/ YAR-RAYA PUMP OPEN SPACE,20-08-03-020,20
1404,KATSINA,DANJA,DANJA A,DANJA/ BY OVER HEAD TANK,20-08-03-021,19
1405,KATSINA,DANJA,DANJA A,DANJA/ S/KASUWA BY KWAKWARE O/SPACE,20-08-03-022,23
1406,KATSINA,DANJA,DANJA A,UNG. NUHU DISPENSARY,20-08-03-023,21
1407,KATSINA,DANJA,DANJA A,DAN DAUDU 1 DESPENSARY,20-08-03-024,13
1408,KATSINA,DANJA,DANJA A,UNG. SALLAU PRIMARY SCHOOL,20-08-03-025,112
1409,KATSINA,DANJA,DANJA A,DANJA/ PILOT PRIMARY SCHOOL,20-08-03-026,139
1410,KATSINA,DANJA,DANJA B,DANJA T/KASUWA PRI.HEALTH CENTRE,20-08-04-001,1056
1411,KATSINA,DANJA,DANJA B,DANJA T/KASUWA DISPENSARY,20-08-04-002,899
1412,KATSINA,DANJA,DANJA B,DANJA A K/KUDU PRI.SCHOOL,20-08-04-003,683
1413,KATSINA,DANJA,DANJA B,DANJA B K/KUDU PRI. SCHOOL,20-08-04-004,2177
1414,KATSINA,DANJA,DANJA B,DANJA C K/KUDU PRI.SCHOOL,20-08-04-005,1209
1415,KATSINA,DANJA,DANJA B,TATARIN HABE MANGWARO,20-08-04-006,834
1416,KATSINA,DANJA,DANJA B,DOGO DAWA DOGON DAWA,20-08-04-007,457
1417,KATSINA,DANJA,DANJA B,DORAYI G/ALH.YAMBE,20-08-04-008,384
1418,KATSINA,DANJA,DANJA B,RINJI GIDAN ALH. BAUSHE,20-08-04-009,688
1419,KATSINA,DANJA,DANJA B,UNG.BALA GIDAN SHARA,20-08-04-010,424
1420,KATSINA,DANJA,DANJA B,TSINTSIYA PRI. SCHOOL,20-08-04-011,994
1421,KATSINA,DANJA,DANJA B,DANJA K/KUDU MODEL QURANIC SCHOOL,20-08-04-012,1289
1422,KATSINA,DANJA,DANJA B,DANJA D K/YAMMA/SABON FEGI NEAR M/UNG. NABAYI HOUSE,20-08-04-013,1103
1423,KATSINA,DANJA,DANJA B,DANJA K/YAMMA S/FEGI - BAKIN KWALTA,20-08-04-014,986
1424,KATSINA,DANJA,DANJA B,DANJA E YARTASHA,20-08-04-015,507
1425,KATSINA,DANJA,DANJA B,DANJA/ TUDUN WADA PRIMARY SCHOOL,20-08-04-016,03
1426,KATSINA,DANJA,DANJA B,DANJA/ COMPRIHENSIVE HEALTH CENTRE,20-08-04-017,72
1427,KATSINA,DANJA,DANJA B,DANJA/ ANNEX PRI. SCH. BEHINDE MODEL PRI.,20-08-04-018,30
1428,KATSINA,DANJA,DANJA B,DANJA/ RINJI PRIMARY SCHOOL,20-08-04-019,59
1429,KATSINA,DANJA,DANJA B,DANJA/ RINJI PRIMARY SCHOOL,20-08-04-020,36
1430,KATSINA,DANJA,DANJA B,DANJA/ GOVT. SEC. SCHOOL,20-08-04-021,23
1431,KATSINA,DANJA,DANJA B,TATARIN HABE MANGORORI PRIMARY SCHOOL,20-08-04-022,30
1432,KATSINA,DANJA,DANJA B,DANJA/ TSINTSIYA PRIMARY SCHOOL,20-08-04-023,30
1433,KATSINA,DANJA,DANJA B,DANJA/ GIRLS PRIMARY SCHOOL,20-08-04-024,41
1434,KATSINA,DANJA,DANJA B,DANJA/ SABONGARI PRIMARY SCHOOL,20-08-04-025,94
1435,KATSINA,DANJA,DANJA B,VETRINARY CLINIC DANJA,20-08-04-026,182
1436,KATSINA,DANJA,TSANGAMAWA,UNG.WAZIRI NEAR WAZIRI HOUSE,20-08-05-001,600
1437,KATSINA,DANJA,TSANGAMAWA,DAURAKU NEAR INDA HOUSE,20-08-05-002,645
1438,KATSINA,DANJA,TSANGAMAWA,MAIZUMA NEAR ABDUK HOUSE,20-08-05-003,673
1439,KATSINA,DANJA,TSANGAMAWA,UNG. ABDULKARIM UNG ABDULKARIM I,20-08-05-004,525
1440,KATSINA,DANJA,TSANGAMAWA,BABBAN RAFI A PRI SCHOOL II,20-08-05-005,990
1441,KATSINA,DANJA,TSANGAMAWA,BABBAN RAFI B PRI SCHOOL,20-08-05-006,690
1442,KATSINA,DANJA,TSANGAMAWA,KAURAN FAWA NEAR M/UNG.HOUSE,20-08-05-007,510
1443,KATSINA,DANJA,TSANGAMAWA,TABANNI GIDAN NALABBE,20-08-05-008,841
1444,KATSINA,DANJA,TSANGAMAWA,TSANGAMAWA PRI.SCHOOL,20-08-05-009,983
1445,KATSINA,DANJA,TSANGAMAWA,MADAWAKI NEAR M/UNG. HOUSE,20-08-05-010,791
1446,KATSINA,DANJA,TSANGAMAWA,UNG.GERO PRI.SCHOOL,20-08-05-011,500
1447,KATSINA,DANJA,TSANGAMAWA,MASHIGINKADA M/KADA PRI SCHOOL,20-08-05-012,595
1448,KATSINA,DANJA,TSANGAMAWA,SARKI FADA PRI.SCHOOL,20-08-05-013,852
1449,KATSINA,DANJA,TSANGAMAWA,DUNDUBUS NEAR M/UNG. HOUSE,20-08-05-014,393
1450,KATSINA,DANJA,TSANGAMAWA,TSANGAMAWA AREWA DUSTEN REME BAKIN HANYA,20-08-05-015,550
1451,KATSINA,DANJA,TSANGAMAWA,BABAN RAFI A PRIMARY SCHOOL,20-08-05-016,19
1452,KATSINA,DANJA,TSANGAMAWA,TABANNI PRIMARY SCHOOL DANJA,20-08-05-017,05
1453,KATSINA,DANJA,TSANGAMAWA,TSANGAMAWA PRIMARY SCHOOL DANJA,20-08-05-018,47
1454,KATSINA,DANJA,TSANGAMAWA,UNG. MAHAUTA (DUGULAN) OPEN SPACE,20-08-05-019,05
1455,KATSINA,DANJA,TSANGAMAWA,DORAYI PRIMARY SCHOOL,20-08-05-020,03
1456,KATSINA,DANJA,DABAI,DABAI GABAS PRI SCHOOL,20-08-06-001,1417
1457,KATSINA,DANJA,DABAI,DABAI YAMMA NEAR RABO ROGO HOUSE,20-08-06-002,585
1458,KATSINA,DANJA,DABAI,DABAI YAMMA B NEAR MAIGARI HOUSE,20-08-06-003,900
1459,KATSINA,DANJA,DABAI,DABAI TSAKIYA NEAR MAGAJI HOUSE,20-08-06-004,1350
1460,KATSINA,DANJA,DABAI,UNG.YUSUF ADUWA OPEN SPACE,20-08-06-005,675
1461,KATSINA,DANJA,DABAI,TAFIDA AREWA NEAR M/UNG. HOUSE,20-08-06-006,521
1462,KATSINA,DANJA,DABAI,UNG. TAFIDA GABAS NEAR BAWA HOUSE,20-08-06-007,463
1463,KATSINA,DANJA,DABAI,UNG BALA GABAS DABAI PRI SCHOOL,20-08-06-008,981
1464,KATSINA,DANJA,DABAI,UNG.BALA YAMMA MAKERA OPEN SPACE,20-08-06-009,1028
1465,KATSINA,DANJA,DABAI,MADAWAKI GIDAN NALADI,20-08-06-010,316
1466,KATSINA,DANJA,DABAI,UNG. DANBIRNI MADAKI PRI.SCHOOL,20-08-06-011,370
1467,KATSINA,DANJA,DABAI,UNG. JAJAYE NEAR ALH.SADAU HOUSE,20-08-06-012,537
1468,KATSINA,DANJA,DABAI,GIDAN NALADI G/NALADI/MADAKIN OPEN SPACE,20-08-06-013,428
1469,KATSINA,DANJA,DABAI,UNG. S/NOMA GIDAN S/NOMA,20-08-06-014,626
1470,KATSINA,DANJA,DABAI,DABAI GARI KTARDA PROJECT QUARTERS,20-08-06-015,983
1471,KATSINA,DANJA,DABAI,DABAI GARI FILIN HAYA / ADUWA,20-08-06-016,448
1472,KATSINA,DANJA,DABAI,DABAI GOVT. SECONDRY SCHOOL DABAI,20-08-06-017,126
1473,KATSINA,DANJA,DABAI,DABAI/ SANI DABAI PRIMARY SCHOOL,20-08-06-018,43
1474,KATSINA,DANJA,DABAI,DABAI KOKI BY MONO PUMP OPEN SPACE,20-08-06-019,05
1475,KATSINA,DANJA,DABAI,MAI GARI ROAD BY SOLAR NEAR MOSQU O/SPACE,20-08-06-020,15
1476,KATSINA,DANJA,DABAI,MAI GARI ROAD BY OLD COURT OPEN SPACE,20-08-06-021,22
1477,KATSINA,DANJA,DABAI,UNG. BALA GABAS PRIMARY SCHOOL,20-08-06-022,08
1478,KATSINA,DANJA,DABAI,JAKARA BY SOLAR TANK OPEN SPACE,20-08-06-023,58
1479,KATSINA,DANJA,DABAI,DABAI/ KTARDA QTRS OPEN SPACE,20-08-06-024,08
1480,KATSINA,DANJA,YAKAJI A,UNG. JAMO A NEAR M/UNG. HOUSE,20-08-07-001,276
1481,KATSINA,DANJA,YAKAJI A,UNG. JAMO B PRI.SCHOOL,20-08-07-002,494
1482,KATSINA,DANJA,YAKAJI A,SHAISKAWA NEAR LAMIS HOUSE,20-08-07-003,638
1483,KATSINA,DANJA,YAKAJI A,UNG. YANKAJI YANKAJI PRI.SCHOOL,20-08-07-004,435
1484,KATSINA,DANJA,YAKAJI A,UNG. DANMALAM NEAR DANMALAM HOUSE,20-08-07-005,400
1485,KATSINA,DANJA,YAKAJI A,UNG.SODANGI UNG.SODANGI OPEN SPACE,20-08-07-006,407
1486,KATSINA,DANJA,YAKAJI A,GIDAN AMADU NEAR BALA YARO HOUSE,20-08-07-007,247
1487,KATSINA,DANJA,YAKAJI A,UNG. RINJI NEAR TUKUR HOUSE,20-08-07-008,318
1488,KATSINA,DANJA,YAKAJI A,UNG. DIKKO GIDAN YANBITA,20-08-07-009,562
1489,KATSINA,DANJA,YAKAJI A,GIDAN SHANONO GIDAN SHANONO,20-08-07-010,177
1490,KATSINA,DANJA,YAKAJI A,GIDAN ABDU GIDAN ABDU,20-08-07-011,482
1491,KATSINA,DANJA,YAKAJI A,KOKAMI A SHAISKAWA,20-08-07-012,644
1492,KATSINA,DANJA,YAKAJI A,KOKAMI B SHAIKAWA,20-08-07-013,600
1493,KATSINA,DANJA,YAKAJI A,KOKAMI C T.V CENTRE,20-08-07-014,741
1494,KATSINA,DANJA,YAKAJI A,KOKAMI GARI GIDAN S/MAGINA,20-08-07-015,415
1495,KATSINA,DANJA,YAKAJI A,TASHAR KADE TASHAR KADE,20-08-07-016,358
1496,KATSINA,DANJA,YAKAJI B,UNG. MAKERA GIDAN MAKERA OPEN SPACE,20-08-08-001,265
1497,KATSINA,DANJA,YAKAJI B,DOKA NEAR MUDIS HOUSE,20-08-08-002,374
1498,KATSINA,DANJA,YAKAJI B,UNG. SAI SAI PRI. SCHOOL,20-08-08-003,610
1499,KATSINA,DANJA,YAKAJI B,BAZANGA GARI/H.BAZ TSAKIYA OPEN SPACE,20-08-08-004,594
1500,KATSINA,DANJA,YAKAJI B,BAZANGA BAZANGA,20-08-08-005,621
1501,KATSINA,DANJA,YAKAJI B,GIDAN GARBA FANKAU TSAKIYA OPEN SPACE,20-08-08-006,622
1502,KATSINA,DANJA,YAKAJI B,KIRARE KIRARE,20-08-08-007,608
1503,KATSINA,DANJA,YAKAJI B,UNG. SAMBO/U.ADAMU TSAKIYA OPEN SPACE,20-08-08-008,373
1504,KATSINA,DANJA,YAKAJI B,UNG. ADA G/ALH.ADA,20-08-08-009,443
1505,KATSINA,DANJA,YAKAJI B,UNG. UMARU UNG. LALLE,20-08-08-010,369
1506,KATSINA,DANJA,YAKAJI B,DANDAGA GARIN M DANDANGA G. MALAM OPEN SPACE,20-08-08-011,826
1507,KATSINA,DANJA,YAKAJI B,ALHAYAZAWA D/BANJENI DANBANJENI,20-08-08-012,617
1508,KATSINA,DANJA,YAKAJI B,TUDUN JAE K/GIDAN AL. HALIRU,20-08-08-013,531
1509,KATSINA,DANJA,YAKAJI B,UNG. ANGO K/GIDAN M/UNG,20-08-08-014,447
1510,KATSINA,DANJA,YAKAJI B,DANDANGA PRIMARY SCHOOL,20-08-08-015,02
1511,KATSINA,DANJA,KAHUTU A,KAHUTU A PRI. SCHOOL,20-08-09-001,931
1512,KATSINA,DANJA,KAHUTU A,KAHUTU B GIDAN MABUGA,20-08-09-002,704
1513,KATSINA,DANJA,KAHUTU A,KAHUTU C GIDAN RIMI,20-08-09-003,854
1514,KATSINA,DANJA,KAHUTU A,KAHUTU D GIDAN BAJIDA,20-08-09-004,534
1515,KATSINA,DANJA,KAHUTU A,ABDULKARIM A HURGU,20-08-09-005,639
1516,KATSINA,DANJA,KAHUTU A,ABDULKARIM B GIDAN M/UNG.SANI,20-08-09-006,596
1517,KATSINA,DANJA,KAHUTU A,ABDULKARIM C HURGU,20-08-09-007,407
1518,KATSINA,DANJA,KAHUTU A,UNG. SALE A GIDAN SALE,20-08-09-008,571
1519,KATSINA,DANJA,KAHUTU A,UNG.SALE B GIDAN DANIYA,20-08-09-009,558
1520,KATSINA,DANJA,KAHUTU A,UNG. MADAKI WANGARAWA OPEN SPACE,20-08-09-010,646
1521,KATSINA,DANJA,KAHUTU A,MADAKI GIDAN ALH. ZUGA,20-08-09-011,487
1522,KATSINA,DANJA,KAHUTU A,KAHUTU - RAFIN BARWA,20-08-09-012,335
1523,KATSINA,DANJA,KAHUTU A,KAHUTU PRIMARY SCHOOL,20-08-09-013,00
1524,KATSINA,DANJA,KAHUTU A,KAHUTU  PRIMARY SCHOOL,20-08-09-014,02
1525,KATSINA,DANJA,KAHUTU B,DAN MAIGAUTA A PRI SCHOOL,20-08-10-001,838
1526,KATSINA,DANJA,KAHUTU B,DAN MAIGAUTA B NEAR M/UNG HOUSE,20-08-10-002,632
1527,KATSINA,DANJA,KAHUTU B,DAN MAIGAUTA C NEAR M/UNG HOUSE,20-08-10-003,740
1528,KATSINA,DANJA,KAHUTU B,UNG. YAKUBU NEAR ALH. MAUDE HOUSE,20-08-10-004,501
1529,KATSINA,DANJA,KAHUTU B,KWARI NEAR M/UNG. HOUSE,20-08-10-005,724
1530,KATSINA,DANJA,KAHUTU B,UNG. FURE NEAR M/UNG HOUSE,20-08-10-006,568
1531,KATSINA,DANJA,KAHUTU B,UNG. MADAKI/G.D.MALAM AT FILI OPEN SPACE,20-08-10-007,847
1532,KATSINA,DANJA,KAHUTU B,UNG. UMARU G/MAIUNG.BARAU,20-08-10-008,282
1533,KATSINA,DANJA,KAHUTU B,CHEDIYA A PRI SCHOOL,20-08-10-009,561
1534,KATSINA,DANJA,KAHUTU B,CHEDIYA B GIDAN JATAU OPEN SPACE,20-08-10-010,456
1535,KATSINA,DANJA,KAHUTU B,UNG. BALA NEAR BALA HOUSE,20-08-10-011,650
1536,KATSINA,DANJA,KAHUTU B,CHEDIYA C TSAKIYA OPEN SPACE,20-08-10-012,557
1537,KATSINA,DANJA,KAHUTU B,DAN MAIGAUTA PRIMARY SCHOOL,20-08-10-013,02
1538,KATSINA,DANJA,KAHUTU B,UNG MADAKI PRIMARY SCHOOL.,20-08-10-014,00
